Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /webhook/shopee [burst],6997,0,350,368.920509413594,90.92783300002338,906.4832500007469,15.034300414463342,118.55233993035948,0.0,350,400,440,480,550,620,680,700,890,910,910
,Aggregated,6997,0,350,368.920509413594,90.92783300002338,906.4832500007469,15.034300414463342,118.55233993035948,0.0,350,400,440,480,550,620,680,700,890,910,910
