Method,Name,Error,Occurrences,First Seen,Last Seen
POST,POST /webhook/shopee [redis_restart],HTTPError('500 Server Error: Internal Server Error for url: POST /webhook/shopee [redis_restart]'),1,2026-05-23T03:54:24Z,2026-05-23T03:54:24Z
